date,killed,injured,victims,state,city,address,incident,geolocation,congresional_district,assault_weapon,rifle,handgun_general,handgun_specific
2015-09-28,2,3,5,Illinois,Chicago,5300 block of South Aberdeen Street,http://www.gunviolencearchive.org/incident/422035,"41.7977, -87.6529",Congressional District: 7,NA,NA,NA,NA
2015-09-28,0,4,4,Ohio,Dayton,1921 Oakridge,http://www.gunviolencearchive.org/incident/422020,"39.7583, -84.2354",Congressional District: 10,NA,NA,NA,NA
2015-09-27,0,10,10,Georgia,Greenville,1140 Hill Haven Road,http://www.gunviolencearchive.org/incident/421014,"33.0312, -84.7298",Congressional District: 3,NA,NA,Handgun,NA
2015-09-27,0,4,4,Illinois,Chicago,5200 block of South Justine,http://www.gunviolencearchive.org/incident/421358,"41.7994, -87.6638",Congressional District: 7,NA,NA,NA,NA
2015-09-27,0,4,4,Missouri,Kansas City,1700 E. 18th St.,http://www.gunviolencearchive.org/incident/420855,"39.0913, -94.562",Congressional District: 5,NA,NA,NA,NA
2015-09-25,0,4,4,Illinois,Danville,1300 block of May Street,http://www.gunviolencearchive.org/incident/426559,"40.1402, -87.6022",Congressional District: 15,NA,NA,NA,NA
2015-09-24,0,5,5,Illinois,Chicago,5100 block of South Morgan Street,http://www.gunviolencearchive.org/incident/419718,"41.8015, -87.6502",Congressional District: 7,NA,NA,NA,NA
2015-09-23,0,5,5,Louisiana,Shreveport,2900 block of Peach Street,http://www.gunviolencearchive.org/incident/419250,"32.5491, -93.8241",Congressional District: 4,NA,NA,NA,NA
2015-09-23,0,4,4,Florida,Fort Myers,Dale Street and Veronica S. Shoemaker Boulevard,http://www.gunviolencearchive.org/incident/418964,"26.6471, -81.8401",Congressional District: 19,NA,NA,NA,NA
2015-09-23,1,3,4,Georgia,Norcross,1300 block of Reddington Lane,http://www.gunviolencearchive.org/incident/419826,"33.9105, -84.1744",Congressional District: 7,NA,NA,NA,NA
2015-09-20,1,3,4,Pennsylvania,Philadelphia,900 block of Pratt Street,http://www.gunviolencearchive.org/incident/417284,"40.0307, -75.093",Congressional District: 13,NA,NA,NA,NA
2015-09-20,1,5,6,Illinois,Chicago,5700 block of South LaSalle,http://www.gunviolencearchive.org/incident/416872,"41.7909, -87.6292",Congressional District: 7,NA,NA,NA,NA
2015-09-20,0,6,6,Oklahoma,Tulsa,Pine and Yale,http://www.gunviolencearchive.org/incident/417013,"36.1771, -95.9225",Congressional District: 1,NA,NA,NA,NA
2015-09-19,1,3,4,Indiana,Indianapolis,3900 block of Graceland Avenue,http://www.gunviolencearchive.org/incident/416812,"39.8264, -86.1628",Congressional District: 7,NA,NA,NA,NA
2015-09-17,6,0,6,South Dakota,Geddes,36705 379th Street,http://www.gunviolencearchive.org/incident/418318,"43.3153, -98.6045",Congressional District: 1,NA,NA,NA,NA
2015-09-17,0,4,4,Michigan,Albion,500 block of W. Broadwell Street,http://www.gunviolencearchive.org/incident/415687,"42.2569, -84.7601",Congressional District: 3,NA,NA,NA,9mm
2015-09-15,0,4,4,New Jersey,Newark,Irvine Turner Boulevard and West Kinney Street,http://www.gunviolencearchive.org/incident/414580,"40.7321, -74.1893",Congressional District: 10,NA,NA,NA,NA
2015-09-13,1,5,6,Florida,Ocala,1910 South Pine Avenue,http://www.gunviolencearchive.org/incident/413001,"29.1685, -82.1384",Congressional District: 11,NA,NA,NA,NA
2015-09-12,0,4,4,Louisiana,Shreveport,1500 block of Clanton Street,http://www.gunviolencearchive.org/incident/412996,"32.458, -93.7609",Congressional District: 4,NA,NA,NA,NA
2015-09-12,2,4,6,New York,Rochester,36 Woodward Street,http://www.gunviolencearchive.org/incident/412487,"43.1643, -77.5993",Congressional District: 25,NA,NA,NA,NA
2015-09-12,0,6,6,Minnesota,Minneapolis,1st Ave. and N. 5th St.,http://www.gunviolencearchive.org/incident/412529,"44.9804, -93.2738",Congressional District: 5,NA,NA,NA,NA
2015-09-12,1,3,4,Minnesota,Minneapolis,1200 block of 22nd Ave. N.,http://www.gunviolencearchive.org/incident/412539,"45.0015, -93.2957",Congressional District: 5,NA,NA,NA,NA
2015-09-11,0,5,5,North Carolina,Charlotte,1000 North Carolina Music Factory Blvd.,http://www.gunviolencearchive.org/incident/412557,"35.2392, -80.8457",Congressional District: 12,NA,NA,NA,NA
2015-09-10,5,0,5,Minnesota,Excelsior (Greenwood),Channel Drive,http://www.gunviolencearchive.org/incident/412040,"47.6919, -95.4311",Congressional District: 7,NA,NA,NA,NA
2015-09-08,0,4,4,Georgia,Berlin,N/A,http://www.gunviolencearchive.org/incident/411888,"31.0691, -83.6237",Congressional District: 8,NA,NA,NA,NA
2015-09-08,0,4,4,Illinois,Chicago,56th and Green,http://www.gunviolencearchive.org/incident/409856,"41.7925, -87.6463",Congressional District: 7,NA,NA,NA,NA
2015-09-07,2,4,6,Indiana,Gary,9300 block of Sunrise,http://www.gunviolencearchive.org/incident/409732,"41.5971, -87.2256",Congressional District: 1,NA,NA,NA,NA
2015-09-07,0,4,4,Colorado,Denver,1909 Blake Street,http://www.gunviolencearchive.org/incident/409601,"39.7538, -104.995",Congressional District: 1,NA,NA,NA,NA
2015-09-05,1,3,4,North Carolina,Charlotte,6800 block of Fieldvale Place,http://www.gunviolencearchive.org/incident/408449,"35.1607, -80.9106",Congressional District: 12,NA,NA,NA,NA
2015-09-05,0,4,4,Florida,Daytona Beach,300 block of Pearl Street,http://www.gunviolencearchive.org/incident/408276,"29.2131, -81.0295",Congressional District: 6,NA,NA,NA,NA
2015-09-05,1,3,4,Nevada,Las Vegas,5000 block of Hollywood Boulevard,http://www.gunviolencearchive.org/incident/409101,"36.0924, -115.029",Congressional District: 3,NA,NA,NA,NA
2015-09-05,0,4,4,Missouri,Columbia,1509 Ashley Street,http://www.gunviolencearchive.org/incident/408256,"38.9673, -92.3187",Congressional District: 4,NA,NA,NA,NA
2015-08-30,1,4,5,Tennessee,Memphis,3300 block of Sobota Circle,http://www.gunviolencearchive.org/incident/404167,"35.1495, -90.049",Congressional District: 9,NA,NA,NA,NA
2015-08-29,3,2,5,Tennessee,Bristol,618 Henson Road,http://www.gunviolencearchive.org/incident/404238,"36.5738, -82.0968",Congressional District: 1,NA,AR-15,NA,NA
2015-08-29,1,3,4,Texas,Tyler,638 ENE Loop 323,http://www.gunviolencearchive.org/incident/405133,"32.3899, -95.2897",Congressional District: 1,NA,AR-15,NA,NA
2015-08-28,1,3,4,New York,Brooklyn,589 Flatbush Avenue,http://www.gunviolencearchive.org/incident/403069,"40.6591, -73.9602",Congressional District: 9,NA,NA,NA,NA
2015-08-27,2,2,4,California,Salinas,928 Blanco Circle,http://www.gunviolencearchive.org/incident/403669,"36.6551, -121.658",Congressional District: 20,NA,NA,NA,NA
2015-08-26,2,2,4,Illinois,Chicago,3025 W. Van Buren Ave,http://www.gunviolencearchive.org/incident/402113,"41.8757, -87.702",Congressional District: 7,NA,NA,NA,NA
2015-08-26,0,4,4,Minnesota,Minneapolis (Brooklyn Center),5000 block of Drew Avenue North,http://www.gunviolencearchive.org/incident/401884,"45.0459, -93.3271",Congressional District: 5,NA,NA,NA,NA
2015-08-26,2,2,4,Florida,West Palm Beach,800 block of 19th Street,http://www.gunviolencearchive.org/incident/402051,"26.7318, -80.0595",Congressional District: 20,NA,NA,NA,NA
2015-08-25,1,3,4,Louisiana,New Orleans,Fern Street and Olive Street,http://www.gunviolencearchive.org/incident/402108,"29.9618, -90.1112",Congressional District: 2,NA,NA,NA,NA
2015-08-23,1,7,8,California,Modesto,1100 block of Kansas Avenue,http://www.gunviolencearchive.org/incident/400091,"37.6454, -121.023",Congressional District: 10,NA,NA,NA,NA
2015-08-22,0,4,4,Florida,Orlando (Pine Hills),State Road 408,http://www.gunviolencearchive.org/incident/399883,"28.5382, -81.3481",Congressional District: 10,NA,NA,NA,NA
2015-08-22,3,1,4,New Mexico,Roswell,302 East Reed Street,http://www.gunviolencearchive.org/incident/399564,"33.3814, -104.518",Congressional District: 2,NA,NA,NA,NA
2015-08-21,0,8,8,North Carolina,Durham,2700 block of Hinson Drive,http://www.gunviolencearchive.org/incident/399212,"36.0297, -78.8777",Congressional District: 1,NA,NA,NA,NA
2015-08-21,2,5,7,Ohio,Cincinnati,Mathis and Prentice,http://www.gunviolencearchive.org/incident/399367,"39.1595, -84.3908",Congressional District: 2,NA,NA,NA,NA
2015-08-20,2,2,4,Texas,Grulla (La Grulla),FM 2360,http://www.gunviolencearchive.org/incident/398975,"26.2787, -98.6457",Congressional District: 28,NA,NA,NA,NA
2015-08-19,3,4,7,New York,Rochester,500 Genesee St,http://www.gunviolencearchive.org/incident/398361,"43.1402, -77.6359",Congressional District: 25,NA,NA,NA,NA
2015-08-16,0,6,6,Texas,Fort Worth,3651 Sycamore School Rd,http://www.gunviolencearchive.org/incident/395844,"32.6336, -97.3723",Congressional District: 6,NA,NA,NA,NA
2015-08-16,0,4,4,Illinois,Chicago,5400 block of West Division Street,http://www.gunviolencearchive.org/incident/395757,"41.9025, -87.7612",Congressional District: 7,NA,NA,NA,NA
2015-08-16,0,5,5,South Carolina,Bennettsville,Highway 38N,http://www.gunviolencearchive.org/incident/395718,"34.6583, -79.6927",Congressional District: 7,NA,NA,NA,NA
2015-08-15,1,3,4,Pennsylvania,Pittsburgh,West Prospect Avenue,http://www.gunviolencearchive.org/incident/395837,"40.4475, -80.0743",Congressional District: 14,NA,NA,NA,NA
2015-08-15,0,4,4,California,Los Angeles,57th Street and South Normandie Avenue,http://www.gunviolencearchive.org/incident/395694,"33.991, -118.3",Congressional District: 37,NA,NA,NA,NA
2015-08-15,1,3,4,South Carolina,Orangeburg,2868 Bamberg Road,http://www.gunviolencearchive.org/incident/395549,"33.4788, -80.9084",Congressional District: 6,NA,NA,NA,NA
2015-08-10,0,4,4,California,Long Beach,1700 block of East 10th Street,http://www.gunviolencearchive.org/incident/392131,"33.779, -118.171",Congressional District: 47,NA,NA,NA,NA
2015-08-09,1,3,4,Mississippi,Forest,Poplar Street,http://www.gunviolencearchive.org/incident/391263,"32.3708, -89.4567",Congressional District: 3,NA,NA,NA,NA
2015-08-09,1,3,4,Michigan,Detroit,15200 block of Hazelridge,http://www.gunviolencearchive.org/incident/391219,"42.4248, -82.965",Congressional District: 14,NA,NA,NA,NA
2015-08-09,0,4,4,Missouri,Kansas City,40th Street and Pennsylvania Avenue,http://www.gunviolencearchive.org/incident/391014,"39.0551, -94.5931",Congressional District: 5,NA,NA,NA,NA
2015-08-08,2,3,5,North Carolina,Gastonia,4908 Greenwood Drive,http://www.gunviolencearchive.org/incident/390914,"35.1922, -81.2406",Congressional District: 10,NA,NA,Handgun,NA
2015-08-08,1,11,12,Arkansas,Blytheville,833 Anderson Street,http://www.gunviolencearchive.org/incident/390774,"35.9194, -89.8967",Congressional District: 1,NA,NA,NA,NA
2015-08-08,8,0,8,Texas,Houston,2211 Falling Oaks,http://www.gunviolencearchive.org/incident/390526,"29.9199, -95.452",Congressional District: 18,NA,NA,NA,NA
2015-08-07,4,0,4,Vermont,Barre (Berlin),3182 Airport Rd,http://www.gunviolencearchive.org/incident/390050,"44.1984, -72.5351",NA,NA,NA,NA,NA
2015-08-06,0,4,4,South Carolina,Columbia,1505 Garden Plaza,http://www.gunviolencearchive.org/incident/389057,"34.0124, -81.0111",Congressional District: 6,NA,NA,NA,NA
2015-08-04,1,4,5,Missouri,Saint Louis,2500 block of Semple,http://www.gunviolencearchive.org/incident/389149,"38.672, -90.2691",Congressional District: 1,NA,NA,NA,NA
2015-08-03,0,5,5,New York,Brooklyn,98 Dwight Street,http://www.gunviolencearchive.org/incident/387194,"40.6756, -74.0096",Congressional District: 7,NA,NA,NA,NA
2015-08-02,0,9,9,New York,Brooklyn,Stanley Avenue and Crescent Street,http://www.gunviolencearchive.org/incident/385779,"40.6655, -73.8675",Congressional District: 8,NA,NA,NA,NA
2015-08-02,0,7,7,Maryland,Baltimore,2700 block of Garrison Avenue,http://www.gunviolencearchive.org/incident/386140,"39.3501, -76.6638",Congressional District: 7,NA,NA,NA,NA
2015-08-02,1,4,5,Illinois,Chicago,4800 block of West Kamerling Avenue,http://www.gunviolencearchive.org/incident/385824,"41.9051, -87.7461",Congressional District: 7,NA,NA,NA,NA
2015-08-02,0,5,5,Georgia,Savannah,Barnard Street,http://www.gunviolencearchive.org/incident/386066,"32.0631, -81.1004",Congressional District: 1,NA,NA,NA,NA
2015-08-02,0,4,4,Illinois,Chicago,6700 block of South Winchester Avenue,http://www.gunviolencearchive.org/incident/401742,"41.7721, -87.6725",Congressional District: 7,NA,NA,NA,NA
2015-08-01,0,4,4,Florida,Orlando,5801 Shenandoah Way,http://www.gunviolencearchive.org/incident/386937,"28.5324, -81.3079",Congressional District: 9,NA,NA,NA,NA
2015-07-30,0,4,4,Pennsylvania,Pittsburgh,Brushton Avenue,http://www.gunviolencearchive.org/incident/384662,"40.4583, -79.8886",Congressional District: 14,NA,NA,NA,NA
2015-07-27,0,5,5,Illinois,Rockford,900 block of Kent Street,http://www.gunviolencearchive.org/incident/382459,"42.2637, -89.109",Congressional District: 17,NA,NA,NA,NA
2015-07-26,2,3,5,Missouri,Kansas City,Thompson and Colorado,http://www.gunviolencearchive.org/incident/381814,"39.1071, -94.5202",Congressional District: 5,NA,NA,NA,NA
2015-07-26,0,4,4,Louisiana,New Orleans,Piety and Treasure street,http://www.gunviolencearchive.org/incident/382170,"29.9887, -90.035",Congressional District: 2,NA,AR-15,NA,NA
2015-07-25,0,4,4,Virginia,Hopewell,500 block of N. 7th Ave,http://www.gunviolencearchive.org/incident/381433,"37.3058, -77.2941",Congressional District: 4,NA,NA,NA,NA
2015-07-24,2,5,7,Pennsylvania,Erie,200 block of W 29th St,http://www.gunviolencearchive.org/incident/382413,"42.108, -80.0763",NA,NA,NA,NA,NA
2015-07-23,3,9,12,Louisiana,Lafayette,3141 Johnson Street,http://www.gunviolencearchive.org/incident/380162,"30.202, -92.0459",Congressional District: 3,NA,NA,NA,NA
2015-07-22,5,0,5,Georgia,Suwanee,5500 block of Old Atlanta Road,http://www.gunviolencearchive.org/incident/379166,"34.0802, -84.1272",Congressional District: 7,NA,NA,NA,NA
2015-07-21,1,3,4,Florida,Miami Gardens,Northwest 25th Avenue and Miami Gardens Drive,http://www.gunviolencearchive.org/incident/378452,"25.9411, -80.2434",Congressional District: 24,NA,NA,NA,NA
2015-07-20,0,6,6,New York,Bronx,E. 153rd St. and the Grand Concourse,http://www.gunviolencearchive.org/incident/377878,"40.8211, -73.9257",Congressional District: 15,NA,NA,Handgun,NA
2015-07-19,0,4,4,Virginia,Suffolk,100 block of North Capitol Street,http://www.gunviolencearchive.org/incident/377189,"36.7257, -76.5677",Congressional District: 4,NA,NA,NA,NA
2015-07-19,0,6,6,Kentucky,Louisville,2928 W Kentucky St,http://www.gunviolencearchive.org/incident/377047,"38.2436, -85.8024",Congressional District: 3,NA,NA,NA,NA
2015-07-19,0,4,4,North Carolina,Rocky Mount,Interstate 64 and Raliegh Street,http://www.gunviolencearchive.org/incident/377181,"35.9457, -77.7581",Congressional District: 1,NA,NA,NA,NA
2015-07-18,0,4,4,California,San Diego,200 block of South Bancroft Street,http://www.gunviolencearchive.org/incident/378102,"32.7043, -117.124",Congressional District: 51,NA,NA,NA,NA
2015-07-18,0,5,5,California,Santa Paula,Ojai-Santa Paula Street,http://www.gunviolencearchive.org/incident/390936,"34.4009, -119.08",Congressional District: 26,NA,NA,NA,NA
2015-07-18,1,4,5,Oregon,Salem,1550 Weston Ct NE,http://www.gunviolencearchive.org/incident/376702,"44.9489, -122.991",Congressional District: 5,NA,NA,NA,NA
2015-07-18,2,2,4,Louisiana,Baton Rouge,300 block of Brice Street,http://www.gunviolencearchive.org/incident/377423,"30.4457, -91.171",Congressional District: 2,NA,NA,NA,NA
2015-07-17,0,5,5,Illinois,Chicago,4400 block of W. Maypole,http://www.gunviolencearchive.org/incident/376211,"41.8848, -87.7359",Congressional District: 7,NA,NA,NA,NA
2015-07-17,0,4,4,Ohio,Cincinnati (Westwood),3100 block of Sunshine Avenue,http://www.gunviolencearchive.org/incident/376203,"39.1436, -84.5789",Congressional District: 1,NA,NA,NA,NA
2015-07-16,6,2,8,Tennessee,Chattanooga,4051 Amnicola Highway,http://www.gunviolencearchive.org/incident/375022,"35.0905, -85.2591",Congressional District: 3,NA,AR-15,handgun,9mm
2015-07-16,0,5,5,Texas,Dallas,Singleton and Hampton,http://www.gunviolencearchive.org/incident/375773,"32.7788, -96.8565",Congressional District: 33,NA,NA,NA,9mm
2015-07-15,0,5,5,Georgia,Atlanta,500 block of Center Hill Avenue,http://www.gunviolencearchive.org/incident/374602,"33.7689, -84.4638",Congressional District: 5,NA,NA,Handgun,NA
2015-07-15,1,3,4,Maryland,Baltimore,3500 block of West Garrison Boulevard,http://www.gunviolencearchive.org/incident/375322,"39.3285, -76.6824",Congressional District: 7,NA,NA,NA,NA
2015-07-15,0,7,7,Ohio,Cleveland,700 block of Thornhill,http://www.gunviolencearchive.org/incident/375412,"41.5376, -81.6019",Congressional District: 11,NA,NA,NA,NA
2015-07-15,0,4,4,Michigan,Detroit,9200 block of Memorial,http://www.gunviolencearchive.org/incident/374965,"42.362, -83.2117",Congressional District: 13,NA,NA,NA,NA
2015-07-15,4,1,5,South Carolina,Holly Hill,7050 Old State Road,http://www.gunviolencearchive.org/incident/374630,"33.3467, -80.45",Congressional District: 6,NA,NA,NA,NA
2015-07-14,0,4,4,Missouri,Saint Louis,1100 block of Riverview,http://www.gunviolencearchive.org/incident/374292,"38.7227, -90.2361",Congressional District: 1,NA,NA,NA,NA
2015-07-13,0,4,4,California,Norwalk,11959 162nd Street,http://www.gunviolencearchive.org/incident/373993,"33.8844, -118.078",Congressional District: 38,NA,NA,NA,NA
2015-07-13,1,4,5,California,Stockton,400 block of McCloud Avenue,http://www.gunviolencearchive.org/incident/373768,"37.9709, -121.291",Congressional District: 9,NA,NA,NA,NA
2015-07-12,2,3,5,Illinois,River Forest,116 Lathrop Avenue,http://www.gunviolencearchive.org/incident/373095,"41.8819, -87.815",Congressional District: 7,NA,NA,NA,NA
2015-07-12,0,4,4,New Jersey,Jersey City,Sip and Van Wagenen avenues,http://www.gunviolencearchive.org/incident/373063,"40.732, -74.0707",Congressional District: 10,NA,NA,NA,NA
2015-07-07,1,3,4,Ohio,Cleveland,East 162nd Street and Miles Avenue,http://www.gunviolencearchive.org/incident/370187,"41.4411, -81.5684",Congressional District: 11,NA,NA,NA,NA
2015-07-07,3,1,4,Maryland,Baltimore,900 block of West Fayette Street,http://www.gunviolencearchive.org/incident/370474,"39.2901, -76.6324",Congressional District: 7,NA,NA,NA,NA
2015-07-05,0,8,8,Louisiana,Shreveport,3500 block of Hearne Avenue,http://www.gunviolencearchive.org/incident/369014,"32.4801, -93.7804",Congressional District: 4,NA,NA,NA,NA
2015-07-05,0,9,9,Indiana,Fort Wayne,1400 block of McCulloch Street,http://www.gunviolencearchive.org/incident/368732,"41.0793, -85.1394",Congressional District: 3,NA,NA,NA,NA
2015-07-05,1,3,4,New Jersey,East Orange,200 block of S. Clinton St,http://www.gunviolencearchive.org/incident/369196,"40.7586, -74.2205",Congressional District: 10,NA,NA,NA,NA
2015-07-04,1,3,4,District of Columbia,Washington,2600 Douglas Place SE,http://www.gunviolencearchive.org/incident/368867,"38.8519, -76.9775",Congressional District: 1,NA,NA,NA,NA
2015-07-04,0,4,4,Kentucky,Louisville,2500 block of West Broadway,http://www.gunviolencearchive.org/incident/369410,"38.249, -85.7937",Congressional District: 3,NA,NA,NA,NA
2015-07-04,1,4,5,Massachusetts,Pittsfield,Dewey Avenue,http://www.gunviolencearchive.org/incident/368987,"42.4542, -73.2604",Congressional District: 1,NA,NA,NA,NA
2015-07-04,0,4,4,New York,Syracuse,Bellevue and Rich Street,http://www.gunviolencearchive.org/incident/368995,"43.0334, -76.1612",Congressional District: 24,NA,NA,NA,NA
2015-07-04,0,4,4,Texas,San Antonio,1100 block of West Avenue,http://www.gunviolencearchive.org/incident/369127,"29.472, -98.526",Congressional District: 20,NA,NA,NA,NA
2015-07-02,1,3,4,Indiana,Indianapolis,Lynn and Michigan,http://www.gunviolencearchive.org/incident/367780,NA,NA,NA,NA,NA,NA
2015-06-29,0,4,4,Florida,Opa Locka,13450 NW 30th Ave,http://www.gunviolencearchive.org/incident/366046,"25.8967, -80.2477",Congressional District: 24,NA,NA,NA,NA
2015-06-28,0,5,5,Michigan,Detroit,Gratiot and Loretto,http://www.gunviolencearchive.org/incident/365391,"42.416, -82.9902",Congressional District: 14,NA,NA,NA,NA
2015-06-28,0,6,6,Illinois,Venice,N/A,http://www.gunviolencearchive.org/incident/367099,"38.6723, -90.1698",Congressional District: 12,NA,NA,Handgun,NA
2015-06-28,0,6,6,Delaware,Harrington,100 block of East St,http://www.gunviolencearchive.org/incident/365399,"38.921, -75.5748",Congressional District: 0,NA,NA,NA,NA
2015-06-27,1,3,4,Massachusetts,Taunton,Weir Street,http://www.gunviolencearchive.org/incident/364872,"41.8948, -71.091",Congressional District: 4,NA,NA,NA,NA
2015-06-27,0,4,4,Michigan,Detroit,Stringham Court,http://www.gunviolencearchive.org/incident/364789,"42.3914, -82.9728",Congressional District: 13,NA,NA,NA,NA
2015-06-24,0,4,4,New York,New York (Manhattan),2110 Madison Ave,http://www.gunviolencearchive.org/incident/363418,"40.8107, -73.9373",Congressional District: 13,NA,NA,NA,NA
2015-06-22,0,7,7,Pennsylvania,Philadelphia,700 block of East Hilton Street,http://www.gunviolencearchive.org/incident/361948,"39.9974, -75.1172",Congressional District: 1,NA,NA,NA,NA
2015-06-21,0,4,4,Pennsylvania,Pittsburgh (Wilkinsburg),Rebecca and East Swissvale Avenue,http://www.gunviolencearchive.org/incident/366949,"40.4382, -79.8796",Congressional District: 14,NA,NA,NA,NA
2015-06-21,1,4,5,Kentucky,Lexington,726 Georgetown St,http://www.gunviolencearchive.org/incident/361708,"38.0686, -84.5023",Congressional District: 6,NA,NA,NA,NA
2015-06-20,1,11,12,Michigan,Detroit,Dexter and Webb,http://www.gunviolencearchive.org/incident/361212,"42.3797, -83.1241",Congressional District: 13,NA,NA,NA,NA
2015-06-20,0,4,4,North Carolina,Morven,N/A,http://www.gunviolencearchive.org/incident/360895,"34.864, -80.0012",Congressional District: 8,NA,NA,NA,NA
2015-06-20,0,11,11,Pennsylvania,Philadelphia,4100 block of Ogden Street,http://www.gunviolencearchive.org/incident/361198,"39.9692, -75.2059",Congressional District: 2,NA,NA,Handgun,NA
2015-06-19,0,4,4,Rhode Island,Woonsocket,80 River Street,http://www.gunviolencearchive.org/incident/361014,"42.0004, -71.5177",Congressional District: 1,NA,NA,NA,NA
2015-06-17,9,0,9,South Carolina,Charleston,110 Calhoun Street,http://www.gunviolencearchive.org/incident/359830,"32.7876, -79.9332",Congressional District: 1,NA,NA,NA,NA
2015-06-16,0,4,4,Florida,Miami Gardens,600 block of Northwest 177th Street,http://www.gunviolencearchive.org/incident/359215,"25.9367, -80.2109",Congressional District: 24,NA,NA,NA,NA
2015-06-15,0,4,4,New York,Brooklyn,673 Flatbush Avenue,http://www.gunviolencearchive.org/incident/358117,"40.6568, -73.9598",Congressional District: 9,NA,NA,NA,NA
2015-06-14,1,3,4,New Jersey,Camden,2800 block of Mitchell Street,http://www.gunviolencearchive.org/incident/357597,"39.9499, -75.0874",Congressional District: 1,NA,NA,NA,NA
2015-06-14,0,4,4,Oklahoma,Tulsa,1800 block of North Kingston,http://www.gunviolencearchive.org/incident/357667,"36.1809, -95.9096",Congressional District: 1,NA,NA,NA,NA
2015-06-14,0,4,4,Missouri,Saint Louis,1400 block of North Market Street,http://www.gunviolencearchive.org/incident/357611,"38.648, -90.1962",Congressional District: 1,NA,NA,NA,NA
2015-06-13,1,4,5,Georgia,Fayetteville,600 block of Highway 279,http://www.gunviolencearchive.org/incident/357732,"33.5328, -84.4548",Congressional District: 13,NA,NA,NA,NA
2015-06-13,1,3,4,Georgia,Milledgeville,451 North Flynn Street,http://www.gunviolencearchive.org/incident/357770,"33.0838, -83.2449",Congressional District: 10,NA,NA,NA,NA
2015-06-13,0,5,5,New York,Bronx,2409 Creston Avenue,http://www.gunviolencearchive.org/incident/357701,"40.8607, -73.8996",Congressional District: 15,NA,NA,NA,NA
2015-06-13,0,4,4,Oklahoma,Oklahoma City,500 block of Se 69th St,http://www.gunviolencearchive.org/incident/357590,"35.3951, -97.5033",Congressional District: 5,NA,NA,NA,NA
2015-06-13,4,1,5,Ohio,Columbus,1623 E. Hudson Street,http://www.gunviolencearchive.org/incident/357164,"40.0134, -82.9664",Congressional District: 3,NA,NA,NA,NA
2015-06-12,0,4,4,Florida,Allapattah,24th Avenue and 36th Street,http://www.gunviolencearchive.org/incident/357220,"25.8092, -80.2361",Congressional District: 24,NA,NA,NA,NA
2015-06-11,1,8,9,Connecticut,Bridgeport,468 Trumbull Avenue,http://www.gunviolencearchive.org/incident/356065,"41.2212, -73.1964",Congressional District: 4,NA,NA,NA,NA
2015-06-11,1,3,4,Texas,Houston,3400 block of Burkett,http://www.gunviolencearchive.org/incident/355883,"29.7282, -95.3578",Congressional District: 18,NA,NA,NA,NA
2015-06-10,1,3,4,California,Los Angeles,South Vermont Avenue and West 88th Street,http://www.gunviolencearchive.org/incident/355644,"33.9579, -118.292",Congressional District: 43,NA,NA,NA,NA
2015-06-09,1,3,4,Missouri,Saint Louis,North Market Street and North Spring Avenue,http://www.gunviolencearchive.org/incident/355267,"38.652, -90.2256",Congressional District: 1,NA,NA,NA,NA
2015-06-07,5,0,5,Montana,Deer Lodge,Boulder Creek Road,http://www.gunviolencearchive.org/incident/353854,"46.3991, -112.738",Congressional District: 1,NA,NA,NA,NA
2015-06-06,1,4,5,New York,Buffalo,100 block of Warren Avenue,http://www.gunviolencearchive.org/incident/353536,"42.8361, -78.7502",Congressional District: 26,NA,NA,NA,NA
2015-06-06,0,5,5,Illinois,Chicago,100 block of North Lorel Avenue,http://www.gunviolencearchive.org/incident/353037,"41.8823, -87.7588",Congressional District: 7,NA,NA,NA,NA
2015-06-05,0,5,5,Iowa,Davenport,900 block of West 3rd St,http://www.gunviolencearchive.org/incident/353382,"41.5224, -90.5859",Congressional District: 2,NA,NA,NA,NA
2015-06-05,1,3,4,Louisiana,New Orleans,2100 block of Governor Nicholls Street,http://www.gunviolencearchive.org/incident/352779,"29.9653, -90.0658",Congressional District: 2,NA,NA,NA,NA
2015-06-03,3,1,4,New York,Wyandanch,Davidson Street,http://www.gunviolencearchive.org/incident/351936,"40.7403, -73.3626",Congressional District: 2,NA,NA,NA,NA
2015-05-31,3,1,4,Ohio,Cleveland,16209 block of Laverne Avenue,http://www.gunviolencearchive.org/incident/350163,"41.4366, -81.8117",Congressional District: 9,NA,NA,Handgun,NA
2015-05-31,1,3,4,Maryland,Springdale,9222 Ardwick Ardmore Road,http://www.gunviolencearchive.org/incident/350021,"38.9376, -76.8467",Congressional District: 4,NA,NA,NA,NA
2015-05-31,0,5,5,Connecticut,New Haven,849 Chapel Street,http://www.gunviolencearchive.org/incident/349976,"41.306, -72.9251",Congressional District: 3,NA,NA,handgun,NA
2015-05-31,3,2,5,Georgia,Conyers,4669 Bell Road SE,http://www.gunviolencearchive.org/incident/350182,"33.5642, -84.0155",Congressional District: 4,NA,AR-15,handgun,NA
2015-05-30,0,4,4,California,San Diego,4200 block of Market Street,http://www.gunviolencearchive.org/incident/349289,"32.7115, -117.105",Congressional District: 51,NA,NA,NA,NA
2015-05-28,0,4,4,Nebraska,Omaha,84th and Q,http://www.gunviolencearchive.org/incident/348606,"41.2053, -96.0441",Congressional District: 2,NA,NA,NA,NA
